user_id,exercise_id,workout_id,rating,rating_date,session_id,completion_status,difficulty_feedback
1409,90,241,2,2025-03-10 03:34:57,17805,True,5
1434,3,179,3,2025-04-10 03:34:57,18227,True,1
1415,373,116,4,2025-05-02 03:34:57,7254,False,4
1009,238,10,4,2025-09-03 03:34:57,5718,False,2
909,178,6,3,2025-08-16 03:34:57,14663,True,3
300,14,237,4,2025-08-02 03:34:57,17157,True,5
378,252,88,4,2025-08-26 03:34:57,774,True,4
1804,75,3,5,2025-02-04 03:34:57,3974,True,3
1509,329,255,3,2025-01-09 03:34:57,13862,True,4
1759,217,245,3,2024-11-27 03:34:57,4928,False,5
1897,199,165,4,2025-05-14 03:34:57,10086,True,2
830,257,17,3,2025-01-15 03:34:57,9417,True,1
1676,119,41,4,2024-10-25 03:34:57,11531,False,5
916,423,72,5,2025-06-06 03:34:57,18722,True,3
632,147,210,4,2025-06-10 03:34:57,1781,True,4
1233,421,109,2,2025-08-02 03:34:57,15780,True,1
1297,137,32,3,2025-08-22 03:34:57,3668,True,1
1020,249,261,4,2025-04-10 03:34:57,11585,False,4
626,462,217,4,2025-03-03 03:34:57,15331,True,2
1165,196,43,3,2025-05-02 03:34:57,17106,True,3
640,106,165,4,2025-03-01 03:34:57,3737,True,4
874,228,79,4,2024-10-26 03:34:57,4053,True,3
1693,116,18,4,2025-09-05 03:34:57,12016,True,4
1729,5,106,5,2025-06-13 03:34:57,17134,True,1
86,320,32,5,2025-07-04 03:34:57,7866,True,2
501,63,76,5,2025-07-02 03:34:57,18281,True,3
697,220,71,5,2025-04-20 03:34:57,12021,True,5
910,130,127,3,2024-09-29 03:34:57,1529,True,1
774,244,103,1,2025-05-02 03:34:57,7717,True,5
397,296,107,3,2025-09-03 03:34:57,19539,True,2
1485,215,281,4,2024-12-06 03:34:57,8657,False,5
1968,296,179,4,2025-08-21 03:34:57,304,True,2
411,284,80,5,2025-07-06 03:34:57,10170,True,2
1564,361,77,4,2025-09-12 03:34:57,18677,False,3
762,57,144,4,2025-07-27 03:34:57,7441,True,3
670,249,186,5,2025-08-30 03:34:57,4091,False,5
1137,168,253,4,2024-10-09 03:34:57,227,True,2
623,1,41,5,2025-06-05 03:34:57,17255,True,4
1791,471,218,4,2025-08-07 03:34:57,8272,False,5
590,337,288,1,2025-05-28 03:34:57,8504,True,2
1820,306,249,4,2025-03-26 03:34:57,13140,False,4
1611,378,202,5,2024-11-28 03:34:57,17716,False,2
1969,411,134,5,2024-12-15 03:34:57,19996,True,5
1906,450,114,2,2025-07-24 03:34:57,18447,True,5
199,404,35,3,2024-12-08 03:34:57,13183,True,4
792,340,182,5,2025-04-27 03:34:57,18096,True,1
419,350,145,4,2025-08-23 03:34:57,17350,True,1
14,408,189,3,2025-03-22 03:34:57,864,True,5
1008,14,123,5,2024-10-27 03:34:57,16998,True,4
1604,48,57,5,2025-05-12 03:34:57,12753,False,3
930,267,287,1,2025-01-18 03:34:57,245,True,2
1434,475,136,5,2024-10-28 03:34:57,1911,True,1
1933,87,204,4,2025-01-23 03:34:57,9024,True,1
794,220,83,5,2025-06-16 03:34:57,14036,True,5
81,108,67,3,2024-10-05 03:34:57,6472,True,5
1443,39,220,4,2025-05-23 03:34:57,7245,True,5
1847,229,276,4,2024-12-05 03:34:57,11574,True,1
1413,345,146,1,2024-11-16 03:34:57,16456,True,5
1677,272,214,5,2025-09-01 03:34:57,3043,False,3
1453,165,6,3,2024-10-14 03:34:57,18871,True,2
795,263,131,3,2025-01-06 03:34:57,5354,True,4
975,24,271,5,2025-03-23 03:34:57,13190,True,2
276,371,208,3,2024-12-07 03:34:57,3196,True,3
878,180,97,4,2024-12-22 03:34:57,11761,True,1
722,116,23,4,2024-11-12 03:34:57,18110,True,4
23,105,163,3,2024-12-06 03:34:57,16942,True,3
1246,343,15,4,2025-07-05 03:34:57,8999,True,3
928,277,27,5,2024-11-30 03:34:57,11064,True,5
1406,184,194,5,2025-02-03 03:34:57,7196,True,2
1984,184,41,1,2025-01-04 03:34:57,14777,True,4
46,440,159,4,2024-10-23 03:34:57,15798,False,5
1196,397,276,5,2025-03-27 03:34:57,2587,False,4
708,277,18,3,2025-07-30 03:34:57,17190,True,4
469,400,252,3,2025-08-17 03:34:57,9617,True,3
820,477,140,4,2024-12-17 03:34:57,12667,True,1
1076,79,64,5,2025-08-27 03:34:57,15091,True,5
198,94,207,5,2025-09-06 03:34:57,12978,True,3
104,294,168,4,2025-08-13 03:34:57,6602,True,4
1827,307,47,5,2025-06-18 03:34:57,19417,True,2
1941,368,65,1,2025-09-13 03:34:57,18420,True,3
756,181,85,4,2025-08-29 03:34:57,10867,True,3
1123,104,51,3,2025-01-20 03:34:57,2632,False,5
1460,407,49,3,2025-07-11 03:34:57,15623,True,5
62,471,157,4,2025-02-04 03:34:57,10401,True,2
1155,357,173,5,2024-12-10 03:34:57,18434,True,3
946,321,108,3,2025-02-20 03:34:57,16677,True,3
227,390,83,3,2025-05-24 03:34:57,14401,True,4
618,413,300,3,2025-04-27 03:34:57,11526,True,1
1492,202,155,5,2024-11-03 03:34:57,18005,True,5
1324,362,9,1,2024-11-13 03:34:57,1302,True,3
593,356,13,4,2025-08-07 03:34:57,14691,False,5
105,474,250,3,2025-06-19 03:34:57,3292,True,3
1989,442,133,4,2025-08-24 03:34:57,19226,True,1
1770,405,1,5,2025-01-24 03:34:57,13306,False,1
26,468,77,5,2024-10-28 03:34:57,7191,False,3
1439,134,267,3,2024-12-27 03:34:57,2038,True,3
1271,36,28,3,2025-06-11 03:34:57,18703,False,3
1310,454,250,3,2025-07-05 03:34:57,9523,True,5
1882,396,82,3,2025-02-20 03:34:57,1584,True,3
792,226,108,2,2025-08-19 03:34:57,2614,False,1
1382,122,90,4,2025-01-20 03:34:57,18910,True,5
408,286,111,2,2024-12-14 03:34:57,14386,False,4
596,343,158,4,2024-11-11 03:34:57,6750,False,1
1188,320,98,5,2025-07-05 03:34:57,5466,True,2
880,68,193,4,2025-04-06 03:34:57,11673,True,3
837,102,282,5,2025-01-01 03:34:57,18910,True,3
1767,291,161,1,2025-08-14 03:34:57,3466,False,4
1318,400,124,2,2025-01-09 03:34:57,6753,True,4
1923,299,47,4,2025-03-11 03:34:57,1181,True,3
396,258,145,5,2025-09-11 03:34:57,2793,True,3
368,126,213,5,2025-01-17 03:34:57,4101,True,5
1426,149,72,5,2025-02-07 03:34:57,19018,True,1
792,152,224,3,2025-08-14 03:34:57,18476,True,3
1979,241,210,3,2025-06-27 03:34:57,5163,True,1
175,20,109,2,2024-11-01 03:34:57,3812,False,2
1564,154,23,4,2025-06-22 03:34:57,12195,True,3
1252,202,254,5,2025-03-18 03:34:57,15403,False,4
517,68,228,5,2024-10-20 03:34:57,19406,True,2
1238,398,26,4,2025-03-16 03:34:57,1936,False,3
96,262,136,3,2025-05-24 03:34:57,3023,False,2
1548,87,109,5,2024-12-29 03:34:57,18142,True,5
822,413,102,1,2025-05-07 03:34:57,8383,True,5
1097,328,167,4,2025-01-05 03:34:57,5559,False,1
864,327,19,4,2025-08-02 03:34:57,5630,False,1
1363,307,81,3,2024-12-20 03:34:57,2480,True,3
481,435,7,5,2025-04-03 03:34:57,5726,True,2
904,170,204,4,2025-04-20 03:34:57,11562,True,1
724,144,3,4,2024-10-21 03:34:57,18688,True,3
446,113,243,2,2025-07-23 03:34:57,6473,True,1
1006,55,208,2,2024-11-14 03:34:57,7961,True,5
1097,335,167,3,2025-07-14 03:34:57,6072,True,4
685,282,28,4,2025-05-10 03:34:57,27,False,3
85,320,30,5,2025-03-15 03:34:57,12,True,5
1062,341,60,5,2025-05-01 03:34:57,16564,True,4
1045,145,146,4,2024-11-09 03:34:57,5286,False,4
1649,468,201,5,2025-01-05 03:34:57,13567,False,1
1782,339,87,4,2024-09-30 03:34:57,9676,True,2
801,348,223,5,2025-04-26 03:34:57,19880,False,2
415,294,41,4,2025-03-14 03:34:57,18511,True,2
474,142,251,3,2025-05-08 03:34:57,2862,True,4
46,236,48,3,2025-08-21 03:34:57,11425,True,1
898,401,52,4,2024-11-25 03:34:57,9681,True,3
380,231,262,4,2024-09-29 03:34:57,9635,True,1
1926,13,214,4,2025-01-20 03:34:57,7426,True,5
1514,393,193,5,2025-08-20 03:34:57,3682,True,5
943,63,19,2,2025-06-12 03:34:57,18228,True,4
1572,372,18,3,2025-03-09 03:34:57,10318,True,4
1295,263,273,5,2025-02-19 03:34:57,18863,True,5
1040,197,258,3,2024-10-08 03:34:57,17078,False,1
1444,47,43,4,2025-02-12 03:34:57,5633,True,2
1052,342,278,5,2025-04-27 03:34:57,15173,True,3
1610,239,249,4,2024-09-29 03:34:57,3183,False,4
719,234,24,4,2025-02-15 03:34:57,5102,True,2
17,245,206,4,2025-02-28 03:34:57,13851,True,2
1272,118,9,4,2025-01-24 03:34:57,14363,True,1
1620,199,43,4,2025-06-21 03:34:57,17235,True,4
1959,296,135,4,2025-07-24 03:34:57,11149,True,1
1489,368,98,4,2025-05-31 03:34:57,17837,False,4
1014,316,258,5,2025-09-07 03:34:57,9520,False,5
824,268,224,4,2025-02-16 03:34:57,12804,True,2
1411,257,17,5,2025-08-04 03:34:57,5189,False,2
1763,433,230,2,2024-10-11 03:34:57,13722,True,1
1764,388,239,3,2025-07-01 03:34:57,17230,True,2
1213,276,74,3,2025-02-17 03:34:57,8156,True,1
1663,289,71,3,2024-10-02 03:34:57,5931,False,1
1971,269,139,2,2025-09-04 03:34:57,2061,True,4
865,362,264,2,2025-06-09 03:34:57,7366,False,1
1173,249,256,4,2025-03-03 03:34:57,11210,True,1
913,286,282,3,2025-01-26 03:34:57,1621,True,5
949,361,104,4,2025-03-28 03:34:57,17788,True,1
549,377,154,3,2025-02-09 03:34:57,18169,True,5
805,287,204,5,2025-03-29 03:34:57,4239,False,4
1869,300,46,5,2025-07-19 03:34:57,7811,True,3
1433,470,298,4,2025-07-10 03:34:57,12372,False,2
918,157,61,3,2025-04-06 03:34:57,12021,True,2
318,182,103,1,2025-01-03 03:34:57,12694,True,3
1162,167,247,2,2025-09-09 03:34:57,7411,True,3
194,308,133,3,2024-12-14 03:34:57,6819,False,3
608,223,237,4,2025-03-13 03:34:57,19220,True,4
1554,307,20,2,2025-07-03 03:34:57,7705,True,3
301,41,38,4,2024-12-25 03:34:57,11391,True,3
805,373,16,5,2025-01-25 03:34:57,1422,True,4
840,418,129,5,2025-01-23 03:34:57,18035,True,4
592,263,135,5,2024-11-22 03:34:57,5902,True,5
1321,14,232,4,2025-03-02 03:34:57,2821,True,4
79,275,278,5,2025-09-04 03:34:57,4113,True,1
210,402,78,5,2024-11-19 03:34:57,2106,True,1
1159,332,10,4,2025-06-30 03:34:57,1068,True,4
493,18,93,4,2024-12-01 03:34:57,1172,True,4
1587,19,120,3,2025-07-17 03:34:57,10381,True,5
158,98,158,5,2024-10-12 03:34:57,15280,True,1
1777,330,275,5,2025-02-17 03:34:57,18511,True,4
1652,260,260,4,2025-06-05 03:34:57,11095,True,5
957,331,13,4,2024-12-14 03:34:57,5631,True,3
1964,236,10,4,2025-08-02 03:34:57,3600,False,2
31,236,148,3,2025-08-17 03:34:57,9322,False,3
371,100,55,3,2024-11-10 03:34:57,8285,True,5
1926,220,240,1,2025-08-07 03:34:57,3882,True,1
1483,87,177,5,2025-09-10 03:34:57,5627,False,3
1355,31,224,3,2025-06-21 03:34:57,3993,False,4
1665,443,197,4,2025-02-05 03:34:57,530,True,5
1300,450,127,5,2024-12-07 03:34:57,12986,False,4
330,470,247,3,2025-06-17 03:34:57,4088,False,3
308,420,137,4,2024-10-24 03:34:57,3645,True,4
799,155,186,5,2025-07-14 03:34:57,15174,True,3
8,265,271,4,2025-06-08 03:34:57,5856,False,3
1807,165,83,5,2025-02-22 03:34:57,12778,True,3
335,10,107,5,2025-07-21 03:34:57,387,False,3
1684,186,178,3,2024-12-29 03:34:57,11925,False,4
541,352,266,1,2025-04-23 03:34:57,5170,True,4
372,113,252,4,2025-07-30 03:34:57,4289,True,1
198,135,147,4,2025-07-18 03:34:57,6867,True,4
1036,406,220,3,2024-12-09 03:34:57,14848,True,4
1190,187,170,4,2024-11-06 03:34:57,5309,True,2
807,41,165,3,2024-10-21 03:34:57,19616,True,2
1709,477,33,5,2024-10-26 03:34:57,9598,True,5
34,280,145,5,2024-10-08 03:34:57,12413,False,5
527,242,153,2,2024-09-28 03:34:57,3522,True,5
452,428,83,5,2025-02-07 03:34:57,12046,False,2
420,339,265,4,2024-10-23 03:34:57,17371,True,3
1933,207,174,4,2025-01-18 03:34:57,3108,True,3
994,19,23,4,2024-09-25 03:34:57,7884,True,3
783,307,110,5,2025-03-15 03:34:57,14003,False,4
1432,6,119,3,2025-09-15 03:34:57,12771,True,3
1995,387,289,1,2025-05-04 03:34:57,1977,True,4
825,352,109,4,2024-09-30 03:34:57,14485,True,3
1557,60,21,5,2025-01-19 03:34:57,10118,True,4
698,78,65,5,2025-07-27 03:34:57,17739,True,4
405,258,218,5,2024-11-13 03:34:57,8032,False,2
838,151,113,3,2025-07-05 03:34:57,17580,True,1
149,272,276,4,2025-08-05 03:34:57,17010,True,5
1419,463,242,4,2025-04-10 03:34:57,15191,True,4
963,352,202,3,2025-06-27 03:34:57,9870,True,5
1075,112,271,4,2025-03-22 03:34:57,16204,True,2
1322,244,267,5,2025-03-04 03:34:57,8431,True,1
484,437,246,3,2025-04-22 03:34:57,13704,True,2
86,55,201,4,2025-06-05 03:34:57,16383,True,5
904,385,198,4,2025-01-19 03:34:57,17611,False,2
340,412,261,4,2025-06-27 03:34:57,16814,True,3
440,473,16,5,2024-12-19 03:34:57,17746,True,5
704,151,113,4,2025-04-25 03:34:57,5298,True,3
1809,189,90,4,2025-04-18 03:34:57,7223,True,5
1224,403,102,3,2025-06-02 03:34:57,8096,False,1
449,231,29,4,2025-03-10 03:34:57,751,True,3
214,82,128,3,2025-07-16 03:34:57,512,True,3
717,253,38,4,2025-03-15 03:34:57,18478,False,1
1739,233,245,4,2024-11-30 03:34:57,11079,False,5
1025,217,249,3,2025-08-22 03:34:57,10867,False,3
492,315,36,5,2025-04-19 03:34:57,9829,False,5
122,144,172,4,2025-01-17 03:34:57,19501,True,3
207,412,7,5,2025-06-03 03:34:57,11378,True,4
1120,294,189,5,2025-04-20 03:34:57,1594,False,2
50,207,52,4,2025-04-24 03:34:57,2613,True,5
811,338,151,3,2025-01-09 03:34:57,15497,True,1
1590,65,2,4,2025-08-20 03:34:57,4964,True,2
1267,192,142,2,2025-08-03 03:34:57,988,True,5
599,416,8,4,2025-09-05 03:34:57,17514,True,1
1682,35,113,4,2025-07-30 03:34:57,18024,True,2
31,317,192,1,2025-01-31 03:34:57,7778,True,3
771,17,78,2,2025-04-08 03:34:57,19329,True,5
1924,317,145,4,2024-10-10 03:34:57,16008,True,2
1375,443,155,5,2024-12-29 03:34:57,12648,True,4
1099,212,179,5,2025-03-10 03:34:57,15116,True,5
1469,310,165,3,2024-11-20 03:34:57,14003,True,4
444,215,79,5,2025-06-10 03:34:57,17007,True,2
1271,234,82,1,2025-01-29 03:34:57,387,True,1
1486,432,117,2,2025-05-08 03:34:57,8754,True,2
298,293,154,2,2025-08-03 03:34:57,18062,True,5
780,116,82,3,2025-01-06 03:34:57,6417,True,3
58,53,1,4,2025-02-05 03:34:57,17881,False,2
915,309,95,5,2025-04-24 03:34:57,17431,True,2
131,343,148,4,2025-08-12 03:34:57,15481,False,2
169,198,143,4,2025-01-03 03:34:57,10569,True,4
10,446,230,2,2025-03-12 03:34:57,401,True,3
263,329,268,4,2024-10-21 03:34:57,85,True,3
308,262,285,3,2024-10-03 03:34:57,7419,True,5
1726,316,124,4,2025-02-18 03:34:57,13549,True,1
1857,246,37,2,2024-10-14 03:34:57,11251,True,3
209,318,152,4,2025-03-06 03:34:57,2649,False,5
434,285,32,3,2025-06-12 03:34:57,3652,True,4
270,428,226,4,2025-04-07 03:34:57,14620,True,1
1180,250,95,1,2024-10-23 03:34:57,5943,True,3
116,451,220,5,2024-10-21 03:34:57,14652,True,4
760,365,71,5,2025-09-08 03:34:57,6652,True,4
220,15,238,2,2025-07-27 03:34:57,1375,False,2
308,475,222,5,2024-12-10 03:34:57,3893,True,1
1202,21,112,2,2025-01-31 03:34:57,2380,False,3
161,402,78,4,2025-08-31 03:34:57,10108,True,2
1198,54,161,4,2025-01-13 03:34:57,12199,True,2
1218,166,247,3,2025-01-20 03:34:57,2883,True,4
285,375,113,4,2024-11-24 03:34:57,2544,False,2
705,210,232,3,2025-09-06 03:34:57,4817,False,4
582,8,34,3,2025-03-26 03:34:57,18180,True,4
24,216,55,5,2024-12-03 03:34:57,6471,False,4
1665,372,208,1,2025-03-09 03:34:57,5382,False,1
1581,244,270,5,2025-09-06 03:34:57,4133,False,5
852,72,111,3,2025-06-08 03:34:57,18067,True,4
299,349,42,1,2024-12-24 03:34:57,3119,False,2
991,199,209,2,2025-08-13 03:34:57,17660,False,3
762,441,52,3,2025-04-18 03:34:57,9306,False,5
1187,242,52,3,2024-12-03 03:34:57,9880,True,5
1389,150,271,3,2025-05-28 03:34:57,4800,False,2
1834,241,30,3,2025-03-22 03:34:57,4112,True,1
107,379,162,4,2025-04-19 03:34:57,11337,True,3
798,149,190,5,2024-10-01 03:34:57,6230,False,2
992,415,87,4,2025-03-14 03:34:57,18969,True,2
